INCIDENT_DATETIME,INCIDENT_RESPONSE_SECONDS_QY,DISPATCH_RESPONSE_SECONDS_QY,TRAVEL_TIME_SECONDS_QY,ENGINES_ASSIGNED_QUANTITY,LADDERS_ASSIGNED_QUANTITY,INCIDENT_CLASSIFICATION_GROUP,PROPERTY_USE_DESCRIPTION,BOROUGH,ZIPCODE,CITY_COUNCIL_DIST,LATITUDE,LONGITUDE,YEAR,MONTH,DAY_OF_WEEK,HOUR
2021-08-08 10:43:00,769,179,536,3,0,UTILITY EMERGENCY,Educational,BROOKLYN,10031,6,40.573974,-73.713893,2021,8,Tue,10
2017-12-15 08:26:00,705,242,451,1,1,ELECTRICAL FIRE,Residential - Multifamily,QUEENS,11201,44,40.597952,-73.92963,2017,12,Thu,8
2022-01-23 00:38:00,996,435,528,5,2,UTILITY EMERGENCY,Storage,QUEENS,10002,24,40.819518,-74.169304,2022,1,Wed,0
2019-03-24 23:19:00,953,593,297,2,3,UNUSUAL INCIDENT,Residential - Multifamily,MANHATTAN,10452,48,40.641363,-73.885834,2019,3,Wed,23
2019-03-15 16:36:00,933,321,452,2,1,MAJOR FIRE,Commercial - Mercantile,MANHATTAN,11201,7,40.785362,-73.85773,2019,3,Fri,16
2019-12-02 07:34:00,1195,459,440,1,4,CAR FIRE,Healthcare,BRONX,10451,18,40.728724,-74.040771,2019,12,Thu,7
2017-08-06 03:32:00,834,203,391,1,2,ELECTRICAL FIRE,Residential - Single Family,BROOKLYN,11368,1,40.745776,-73.958598,2017,8,Sun,3
2020-04-06 20:00:00,748,352,271,3,0,STRUCTURAL FIRE,Assembly,BROOKLYN,10301,42,40.650755,-74.046617,2020,4,Tue,20
2015-04-02 20:40:00,931,524,350,2,1,CAR FIRE,Commercial - Mercantile,BRONX,11205,20,40.666642,-74.114316,2015,4,Mon,20
2019-03-24 08:43:00,868,495,369,2,1,NONSTRUCTURAL FIRE,Educational,BROOKLYN,11368,21,40.59991,-74.04482,2019,3,Wed,8
2023-11-05 10:31:00,1478,407,844,1,3,NONSTRUCTURAL FIRE,Commercial - Office,MANHATTAN,10031,7,40.744502,-73.772887,2023,11,Thu,10
2023-02-01 16:21:00,580,158,254,3,1,UTILITY EMERGENCY,Commercial - Mercantile,QUEENS,10002,19,40.507856,-73.954856,2023,2,Tue,16
2017-01-22 02:26:00,1435,764,494,2,0,UTILITY EMERGENCY,Healthcare,BRONX,10301,8,40.870721,-74.066072,2017,1,Sun,2
2023-04-28 05:52:00,654,281,340,1,0,APPLIANCE FIRE,Transportation,MANHATTAN,10002,32,40.570084,-73.927155,2023,4,Sat,5
2018-06-27 04:21:00,692,293,247,3,0,MAJOR FIRE,Educational,BRONX,11205,34,40.862611,-74.128977,2018,6,Mon,4
2023-11-07 16:37:00,940,185,477,2,0,MAJOR FIRE,Healthcare,QUEENS,10302,27,40.865931,-74.090786,2023,11,Fri,16
2023-01-03 21:08:00,641,243,338,1,1,GARBAGE FIRE,Commercial - Office,MANHATTAN,10302,38,40.702394,-74.135062,2023,1,Fri,21
2023-10-22 11:41:00,849,212,369,2,0,MAJOR FIRE,Storage,BROOKLYN,10452,14,40.804869,-73.763675,2023,10,Thu,11
2015-05-25 16:09:00,1205,534,649,4,1,UTILITY EMERGENCY,Assembly,MANHATTAN,11368,19,40.59008,-73.839936,2015,5,Tue,16
2023-11-15 09:23:00,720,307,221,2,0,STRUCTURAL FIRE,Healthcare,QUEENS,11201,32,40.710564,-73.81081,2023,11,Wed,9
2024-03-17 08:22:00,1031,431,446,1,2,OUTSIDE FIRE,Educational,BROOKLYN,11205,28,40.60132,-74.133872,2024,3,Sun,8
2020-01-08 10:55:00,737,371,283,2,1,MAJOR FIRE,Residential - Single Family,QUEENS,10302,19,40.616219,-74.203396,2020,1,Sat,10
2017-03-25 14:37:00,1066,486,533,2,1,OUTSIDE FIRE,Commercial - Office,QUEENS,10452,27,40.53241,-73.719898,2017,3,Fri,14
2016-05-24 04:52:00,1208,242,902,1,2,GARBAGE FIRE,Transportation,BRONX,10301,17,40.644457,-74.000411,2016,5,Tue,4
2021-11-06 19:52:00,642,213,321,1,0,STRUCTURAL FIRE,Assembly,BRONX,11201,10,40.604192,-74.223956,2021,11,Thu,19
2020-02-15 20:44:00,1090,564,378,4,0,GARBAGE FIRE,Storage,BROOKLYN,10002,25,40.601126,-73.705181,2020,2,Sun,20
2022-10-16 03:33:00,790,498,292,3,0,MAJOR FIRE,Commercial - Office,BRONX,10451,21,40.859587,-73.871004,2022,10,Fri,3
2024-02-26 07:52:00,981,354,390,4,4,APPLIANCE FIRE,Commercial - Mercantile,QUEENS,11205,36,40.870742,-74.20412,2024,2,Fri,7
2021-06-22 13:54:00,1067,248,583,2,0,NONSTRUCTURAL FIRE,Assembly,MANHATTAN,11205,35,40.719161,-73.867267,2021,6,Mon,13
2023-03-16 20:17:00,1598,297,1002,3,0,UNUSUAL INCIDENT,Residential - Single Family,QUEENS,10001,38,40.724107,-74.10882,2023,3,Sun,20
2024-10-20 20:50:00,1083,169,689,3,2,UNUSUAL INCIDENT,Industrial,BRONX,11201,21,40.700411,-73.909493,2024,10,Mon,20
2021-10-15 20:15:00,750,225,250,2,0,GARBAGE FIRE,Residential - Multifamily,BROOKLYN,10302,8,40.691373,-73.787063,2021,10,Sat,20
2024-02-13 01:34:00,671,118,337,4,1,GARBAGE FIRE,Residential - Multifamily,BROOKLYN,10451,35,40.640291,-73.89309,2024,2,Mon,1
2016-12-19 20:49:00,683,272,351,2,1,NONSTRUCTURAL FIRE,Healthcare,BROOKLYN,11201,18,40.629451,-74.192386,2016,12,Thu,20
2023-02-05 04:46:00,1142,415,507,6,1,APPLIANCE FIRE,Residential - Multifamily,BRONX,10001,18,40.691089,-74.117394,2023,2,Sat,4
2023-07-26 04:14:00,577,187,230,5,0,APPLIANCE FIRE,Industrial,STATEN ISLAND,10031,49,40.778857,-73.792707,2023,7,Thu,4
2019-07-15 19:27:00,905,280,505,1,0,MAJOR FIRE,Industrial,QUEENS,10452,38,40.696778,-73.957159,2019,7,Sat,19
2019-12-05 10:51:00,680,166,359,2,1,GARBAGE FIRE,Educational,QUEENS,11201,12,40.613148,-74.217702,2019,12,Fri,10
2023-08-25 20:46:00,922,279,505,1,2,UNUSUAL INCIDENT,Assembly,MANHATTAN,10451,51,40.77022,-73.808953,2023,8,Fri,20
2018-03-07 02:30:00,1628,696,887,1,1,GARBAGE FIRE,Residential - Multifamily,BROOKLYN,10031,12,40.782216,-74.239223,2018,3,Sun,2
2019-08-21 02:48:00,601,149,302,2,0,ELECTRICAL FIRE,Commercial - Office,BROOKLYN,11368,22,40.8491,-73.932167,2019,8,Fri,2
2024-11-10 18:09:00,961,239,459,3,0,OUTSIDE FIRE,Healthcare,BROOKLYN,10452,20,40.762405,-73.827855,2024,11,Sat,18
2018-10-26 10:02:00,777,279,259,1,2,STRUCTURAL FIRE,Educational,BRONX,11205,40,40.740325,-73.899245,2018,10,Sat,10
2015-03-08 02:14:00,726,374,330,2,3,ELECTRICAL FIRE,Educational,BRONX,11368,10,40.848101,-73.710541,2015,3,Wed,2
2017-06-05 07:20:00,1023,174,755,2,0,ELECTRICAL FIRE,Commercial - Mercantile,QUEENS,11205,24,40.680532,-73.944234,2017,6,Mon,7
2017-12-20 18:51:00,917,587,220,2,1,CAR FIRE,Residential - Single Family,QUEENS,10451,34,40.575432,-73.980701,2017,12,Sun,18
2017-05-14 05:38:00,725,178,508,6,0,ELECTRICAL FIRE,Storage,BRONX,10001,20,40.690275,-74.104387,2017,5,Sat,5
2015-06-05 07:02:00,747,140,440,2,1,UTILITY EMERGENCY,Residential - Multifamily,BROOKLYN,11368,3,40.800225,-73.936994,2015,6,Sat,7
2020-08-23 15:28:00,821,378,404,1,1,MAJOR FIRE,Commercial - Office,QUEENS,10451,40,40.559079,-73.707321,2020,8,Fri,15
2015-12-04 14:32:00,779,202,339,2,1,UTILITY EMERGENCY,Healthcare,QUEENS,10451,34,40.693927,-74.010395,2015,12,Sat,14
2015-11-13 12:37:00,910,313,305,2,1,MAJOR FIRE,Residential - Single Family,QUEENS,10451,6,40.504898,-74.0446,2015,11,Thu,12
2017-04-05 09:33:00,911,320,405,2,0,NONSTRUCTURAL FIRE,Commercial - Office,QUEENS,10451,22,40.757337,-73.88211,2017,4,Tue,9
2023-08-03 01:27:00,653,265,315,2,1,MAJOR FIRE,Transportation,BROOKLYN,10452,22,40.667584,-74.099798,2023,8,Sun,1
2018-11-05 06:28:00,865,194,476,2,1,ELECTRICAL FIRE,Assembly,MANHATTAN,10001,36,40.617928,-74.231167,2018,11,Tue,6
2016-12-04 11:47:00,778,440,324,2,1,MAJOR FIRE,Commercial - Mercantile,QUEENS,10302,4,40.502525,-73.853419,2016,12,Wed,11
2023-11-07 20:53:00,1189,245,676,1,3,STRUCTURAL FIRE,Residential - Single Family,STATEN ISLAND,10002,4,40.505418,-73.736933,2023,11,Sun,20
2016-12-22 18:39:00,842,296,412,3,1,GARBAGE FIRE,Assembly,MANHATTAN,10001,27,40.637715,-74.012615,2016,12,Wed,18
2024-06-13 15:07:00,994,405,354,2,0,UTILITY EMERGENCY,Transportation,BROOKLYN,11201,39,40.563703,-74.040358,2024,6,Mon,15
2016-03-19 04:07:00,873,260,560,2,1,OUTSIDE FIRE,Storage,BROOKLYN,11205,33,40.546632,-74.193039,2016,3,Thu,4
2019-05-10 21:40:00,562,231,324,2,2,APPLIANCE FIRE,Educational,BROOKLYN,11205,31,40.7415,-74.170829,2019,5,Tue,21
2024-11-13 09:31:00,959,386,359,2,0,ELECTRICAL FIRE,Commercial - Mercantile,QUEENS,11368,41,40.896929,-73.839279,2024,11,Fri,9
2021-01-15 17:56:00,979,390,332,2,1,ELECTRICAL FIRE,Commercial - Mercantile,STATEN ISLAND,10301,51,40.800033,-73.707311,2021,1,Sat,17
2015-04-17 06:07:00,827,304,291,4,1,ELECTRICAL FIRE,Storage,QUEENS,11201,48,40.768765,-74.1892,2015,4,Mon,6
2023-01-03 09:45:00,1005,317,470,2,2,APPLIANCE FIRE,Assembly,BROOKLYN,11201,13,40.897512,-73.712397,2023,1,Sun,9
2016-07-19 12:39:00,737,192,474,3,2,STRUCTURAL FIRE,Educational,MANHATTAN,10301,44,40.71637,-73.825936,2016,7,Thu,12
2017-03-01 23:55:00,1040,101,653,1,2,CAR FIRE,Educational,QUEENS,10031,30,40.737012,-73.771257,2017,3,Tue,23
2023-07-20 16:48:00,984,404,548,1,2,NONSTRUCTURAL FIRE,Transportation,MANHATTAN,10301,31,40.587241,-73.787915,2023,7,Tue,16
2019-12-06 03:50:00,892,255,493,1,0,UNUSUAL INCIDENT,Residential - Single Family,QUEENS,11368,16,40.717147,-73.900457,2019,12,Thu,3
2019-08-20 19:30:00,677,179,379,2,0,MAJOR FIRE,Residential - Single Family,STATEN ISLAND,11368,11,40.756791,-73.83984,2019,8,Thu,19
2022-07-27 05:35:00,698,420,204,4,0,GARBAGE FIRE,Assembly,BRONX,10002,48,40.895639,-73.708316,2022,7,Mon,5
2020-10-23 17:44:00,739,262,473,3,1,GARBAGE FIRE,Storage,QUEENS,10301,39,40.637501,-73.989966,2020,10,Thu,17
2022-07-01 20:18:00,797,200,392,1,0,ELECTRICAL FIRE,Educational,STATEN ISLAND,11205,5,40.526127,-73.80945,2022,7,Wed,20
2023-12-06 20:22:00,1072,329,518,4,3,NONSTRUCTURAL FIRE,Residential - Multifamily,BROOKLYN,11368,33,40.860316,-73.960381,2023,12,Sun,20
2020-04-09 08:27:00,598,161,331,1,2,APPLIANCE FIRE,Commercial - Mercantile,QUEENS,10451,22,40.733726,-73.900254,2020,4,Sat,8
2018-03-02 11:59:00,818,177,612,2,1,GARBAGE FIRE,Storage,BROOKLYN,10001,22,40.862108,-73.839725,2018,3,Thu,11
2015-01-26 04:00:00,768,517,201,1,2,OUTSIDE FIRE,Healthcare,MANHATTAN,11368,10,40.582717,-74.149867,2015,1,Tue,4
2020-10-20 08:05:00,1145,521,465,1,3,STRUCTURAL FIRE,Educational,BROOKLYN,11205,13,40.554027,-73.888702,2020,10,Wed,8
2019-08-26 05:33:00,719,281,408,1,0,MAJOR FIRE,Transportation,BRONX,10451,1,40.703655,-74.241568,2019,8,Wed,5
2020-08-27 13:14:00,770,184,374,3,1,GARBAGE FIRE,Educational,BROOKLYN,10001,4,40.785838,-74.081336,2020,8,Tue,13
2016-01-03 17:30:00,673,145,386,2,1,ELECTRICAL FIRE,Transportation,BROOKLYN,11205,44,40.548537,-74.164918,2016,1,Thu,17
2019-05-14 01:36:00,815,333,308,2,0,APPLIANCE FIRE,Commercial - Office,BRONX,10001,25,40.878814,-73.945445,2019,5,Mon,1
2015-06-14 17:14:00,680,203,377,4,3,MAJOR FIRE,Industrial,BROOKLYN,10002,42,40.847651,-73.981726,2015,6,Mon,17
2017-01-14 14:41:00,625,116,300,2,1,UNUSUAL INCIDENT,Industrial,QUEENS,11368,25,40.590801,-74.219596,2017,1,Fri,14
2018-02-15 14:08:00,575,251,307,3,4,NONSTRUCTURAL FIRE,Educational,STATEN ISLAND,11205,23,40.894945,-74.247421,2018,2,Wed,14
2018-11-16 09:42:00,800,282,345,3,1,GARBAGE FIRE,Educational,BROOKLYN,10452,27,40.692931,-74.205359,2018,11,Mon,9
2023-10-22 04:37:00,743,234,273,1,0,CAR FIRE,Assembly,STATEN ISLAND,10301,47,40.792261,-73.96087,2023,10,Sat,4
2016-11-03 12:01:00,1099,268,632,2,4,NONSTRUCTURAL FIRE,Commercial - Office,BRONX,10302,10,40.819553,-74.246063,2016,11,Wed,12
2016-06-18 02:09:00,675,317,355,1,4,ELECTRICAL FIRE,Residential - Multifamily,BROOKLYN,11205,22,40.865554,-74.05292,2016,6,Fri,2
2015-03-08 11:46:00,986,226,469,2,1,MAJOR FIRE,Educational,QUEENS,11368,9,40.573039,-73.871724,2015,3,Sun,11
2018-01-01 16:36:00,973,392,304,6,1,UTILITY EMERGENCY,Commercial - Office,MANHATTAN,10452,51,40.709847,-74.210429,2018,1,Tue,16
2016-06-10 04:26:00,618,226,303,2,0,OUTSIDE FIRE,Commercial - Office,BROOKLYN,11368,10,40.649002,-74.12452,2016,6,Sun,4
2020-01-27 11:46:00,778,133,389,3,0,OUTSIDE FIRE,Industrial,QUEENS,10001,7,40.649461,-73.908953,2020,1,Fri,11
2018-12-28 02:28:00,974,106,675,2,2,APPLIANCE FIRE,Assembly,QUEENS,10031,29,40.801789,-73.801881,2018,12,Wed,2
2020-05-08 05:33:00,734,239,407,3,1,MAJOR FIRE,Industrial,BRONX,10002,15,40.765944,-73.932092,2020,5,Wed,5
2022-11-13 03:49:00,684,201,396,1,1,GARBAGE FIRE,Storage,QUEENS,10001,9,40.779264,-73.968337,2022,11,Fri,3
2015-06-06 16:11:00,889,294,407,1,1,CAR FIRE,Transportation,QUEENS,10001,22,40.678844,-74.190079,2015,6,Sun,16
2020-05-13 08:31:00,1266,224,908,2,1,OUTSIDE FIRE,Commercial - Mercantile,QUEENS,11201,22,40.532468,-73.916064,2020,5,Sat,8
2022-03-11 12:49:00,759,463,296,1,0,NONSTRUCTURAL FIRE,Industrial,BROOKLYN,10002,14,40.862203,-74.147774,2022,3,Mon,12
2016-11-18 00:25:00,695,125,374,3,0,OUTSIDE FIRE,Residential - Multifamily,BROOKLYN,10002,11,40.85473,-74.137897,2016,11,Fri,0
2023-09-28 05:46:00,815,329,278,2,1,UNUSUAL INCIDENT,Residential - Multifamily,BRONX,10031,9,40.794176,-73.759305,2023,9,Thu,5
2018-05-15 08:09:00,991,187,512,2,0,APPLIANCE FIRE,Transportation,QUEENS,11368,42,40.603597,-74.12838,2018,5,Wed,8
2018-02-02 12:45:00,1093,364,522,3,1,ELECTRICAL FIRE,Assembly,BRONX,10031,19,40.719642,-74.028442,2018,2,Sat,12
2019-05-17 05:11:00,755,260,334,5,0,UTILITY EMERGENCY,Transportation,QUEENS,11368,46,40.804017,-74.04989,2019,5,Fri,5
2024-06-18 08:55:00,767,183,463,1,0,APPLIANCE FIRE,Commercial - Mercantile,QUEENS,10002,2,40.60658,-74.040739,2024,6,Thu,8
2016-02-20 23:38:00,761,293,359,3,1,UNUSUAL INCIDENT,Commercial - Mercantile,MANHATTAN,10002,42,40.76061,-73.763697,2016,2,Sat,23
2015-10-09 04:00:00,711,396,237,2,0,NONSTRUCTURAL FIRE,Educational,BROOKLYN,10451,15,40.590479,-73.714787,2015,10,Sun,4
2020-05-11 14:07:00,1049,226,762,6,1,STRUCTURAL FIRE,Commercial - Mercantile,MANHATTAN,10452,10,40.697099,-74.096752,2020,5,Sun,14
2015-12-16 14:54:00,1072,605,243,2,2,CAR FIRE,Assembly,MANHATTAN,10451,14,40.843675,-73.7966,2015,12,Fri,14
2018-09-24 00:48:00,996,158,623,3,2,ELECTRICAL FIRE,Healthcare,STATEN ISLAND,10452,24,40.707452,-74.218699,2018,9,Sat,0
2022-07-25 12:36:00,673,175,352,1,2,UNUSUAL INCIDENT,Residential - Single Family,QUEENS,10002,39,40.786044,-73.742598,2022,7,Wed,12
2022-08-14 21:12:00,972,278,435,3,0,UNUSUAL INCIDENT,Educational,BRONX,10301,46,40.771456,-73.767394,2022,8,Fri,21
2017-12-27 21:11:00,887,186,653,3,3,OUTSIDE FIRE,Educational,BROOKLYN,10301,49,40.88667,-74.081227,2017,12,Wed,21
2020-10-27 01:14:00,759,289,320,1,1,GARBAGE FIRE,Commercial - Office,BROOKLYN,10451,4,40.54845,-73.708859,2020,10,Fri,1
2018-10-16 10:29:00,832,559,272,2,0,UTILITY EMERGENCY,Commercial - Mercantile,MANHATTAN,10031,20,40.542104,-73.771077,2018,10,Fri,10
2017-05-01 18:02:00,1140,114,852,2,1,GARBAGE FIRE,Assembly,MANHATTAN,11368,23,40.514397,-73.95197,2017,5,Sun,18
2021-11-22 04:35:00,610,240,352,3,2,NONSTRUCTURAL FIRE,Residential - Single Family,MANHATTAN,11205,43,40.772565,-73.961206,2021,11,Wed,4
2015-11-24 00:32:00,814,607,160,2,1,UNUSUAL INCIDENT,Commercial - Office,STATEN ISLAND,11201,13,40.517822,-74.202526,2015,11,Sat,0
2020-07-10 12:55:00,1065,423,517,2,0,UNUSUAL INCIDENT,Commercial - Mercantile,BROOKLYN,11368,20,40.897896,-74.244692,2020,7,Wed,12
2017-05-13 10:50:00,785,142,628,3,2,UTILITY EMERGENCY,Transportation,MANHATTAN,10451,38,40.522514,-73.835587,2017,5,Sun,10
2018-08-28 00:19:00,787,274,413,2,2,OUTSIDE FIRE,Industrial,BRONX,10301,43,40.594745,-74.098196,2018,8,Mon,0
2021-11-13 01:07:00,771,193,297,5,4,NONSTRUCTURAL FIRE,Commercial - Office,QUEENS,10001,27,40.761661,-73.737361,2021,11,Sat,1
2022-10-12 04:57:00,1429,508,764,4,3,GARBAGE FIRE,Commercial - Office,QUEENS,11205,30,40.66777,-73.724609,2022,10,Tue,4
2022-04-27 19:30:00,1084,583,326,2,3,UTILITY EMERGENCY,Healthcare,MANHATTAN,10001,19,40.766399,-73.758999,2022,4,Fri,19
2020-01-20 03:21:00,1289,570,572,3,0,UNUSUAL INCIDENT,Commercial - Mercantile,QUEENS,10452,30,40.662364,-74.216134,2020,1,Fri,3
2022-02-12 18:13:00,831,293,374,2,0,GARBAGE FIRE,Residential - Single Family,BROOKLYN,10001,27,40.549054,-73.708523,2022,2,Thu,18
2018-01-06 07:54:00,604,184,324,1,0,ELECTRICAL FIRE,Transportation,QUEENS,10002,2,40.720502,-74.142278,2018,1,Sat,7
2015-12-02 19:21:00,872,297,412,2,1,GARBAGE FIRE,Residential - Single Family,QUEENS,10302,35,40.894215,-73.778839,2015,12,Tue,19
2024-04-09 14:39:00,854,226,344,4,0,ELECTRICAL FIRE,Industrial,BROOKLYN,10302,46,40.526627,-73.724854,2024,4,Tue,14
2020-03-05 08:38:00,816,286,336,3,1,MAJOR FIRE,Commercial - Mercantile,BROOKLYN,10302,40,40.849743,-73.908082,2020,3,Sun,8
2019-08-12 16:30:00,810,250,481,1,1,UTILITY EMERGENCY,Industrial,QUEENS,10451,51,40.849844,-74.100512,2019,8,Mon,16
2021-10-20 21:44:00,509,178,253,2,0,CAR FIRE,Industrial,BRONX,10001,14,40.87422,-73.794637,2021,10,Tue,21
2015-09-06 14:47:00,583,102,190,2,0,APPLIANCE FIRE,Healthcare,MANHATTAN,11201,3,40.881904,-73.996294,2015,9,Sat,14
2023-03-11 11:58:00,781,354,228,3,4,ELECTRICAL FIRE,Residential - Multifamily,STATEN ISLAND,10301,33,40.716745,-74.151541,2023,3,Wed,11
2023-08-25 08:09:00,1083,312,633,2,0,STRUCTURAL FIRE,Industrial,MANHATTAN,10001,51,40.890868,-74.118606,2023,8,Fri,8
2021-05-02 15:45:00,519,107,250,4,1,STRUCTURAL FIRE,Residential - Multifamily,MANHATTAN,10452,38,40.767166,-74.150739,2021,5,Wed,15
2018-09-12 22:46:00,1073,299,536,4,2,UNUSUAL INCIDENT,Industrial,BROOKLYN,10002,2,40.861092,-73.782246,2018,9,Mon,22
2018-12-10 10:44:00,545,281,261,2,2,NONSTRUCTURAL FIRE,Residential - Single Family,BROOKLYN,10301,40,40.659594,-73.841621,2018,12,Wed,10
2022-09-11 14:52:00,1303,484,766,4,1,STRUCTURAL FIRE,Transportation,MANHATTAN,11368,1,40.772906,-74.052366,2022,9,Fri,14
2015-12-19 07:02:00,697,268,267,1,1,NONSTRUCTURAL FIRE,Residential - Multifamily,BRONX,10302,30,40.579188,-74.158383,2015,12,Sun,7
2022-12-07 03:35:00,604,245,339,2,1,OUTSIDE FIRE,Residential - Single Family,MANHATTAN,10001,17,40.73646,-74.015009,2022,12,Sun,3
2024-12-25 06:35:00,479,246,175,2,1,UNUSUAL INCIDENT,Commercial - Mercantile,BROOKLYN,10302,47,40.509116,-74.092804,2024,12,Mon,6
2018-11-02 21:50:00,708,143,416,2,1,ELECTRICAL FIRE,Healthcare,BROOKLYN,10452,10,40.870814,-74.146639,2018,11,Tue,21
2015-09-22 03:04:00,555,213,176,1,1,GARBAGE FIRE,Industrial,MANHATTAN,11368,32,40.73526,-73.746603,2015,9,Thu,3
2023-05-21 20:56:00,746,234,232,1,2,STRUCTURAL FIRE,Residential - Single Family,MANHATTAN,10452,50,40.610292,-74.19318,2023,5,Fri,20
2021-03-03 09:05:00,506,258,226,3,0,ELECTRICAL FIRE,Residential - Single Family,BROOKLYN,11368,34,40.700574,-73.841022,2021,3,Sun,9
2018-10-04 11:35:00,571,213,221,2,0,APPLIANCE FIRE,Storage,BROOKLYN,10301,16,40.689548,-73.828088,2018,10,Mon,11
2015-08-15 01:10:00,722,143,515,2,1,STRUCTURAL FIRE,Storage,BROOKLYN,10002,13,40.54688,-73.862775,2015,8,Sat,1
2021-04-07 05:03:00,930,265,542,1,2,UTILITY EMERGENCY,Healthcare,QUEENS,10031,26,40.745475,-73.907088,2021,4,Thu,5
2019-06-15 18:39:00,858,225,524,4,3,GARBAGE FIRE,Assembly,QUEENS,10452,39,40.870425,-73.89945,2019,6,Sun,18
2024-09-10 07:36:00,581,153,243,3,2,MAJOR FIRE,Residential - Single Family,BRONX,10031,11,40.668765,-73.900802,2024,9,Fri,7
2020-05-18 20:34:00,859,171,468,5,2,STRUCTURAL FIRE,Storage,STATEN ISLAND,10031,25,40.784493,-73.756149,2020,5,Tue,20
2020-12-04 05:57:00,857,485,368,4,0,ELECTRICAL FIRE,Commercial - Mercantile,BROOKLYN,11205,35,40.863527,-74.091182,2020,12,Sun,5
2023-03-02 04:19:00,797,255,532,2,0,OUTSIDE FIRE,Healthcare,BRONX,11368,48,40.643069,-73.79269,2023,3,Thu,4
2018-08-16 04:54:00,951,186,615,4,2,NONSTRUCTURAL FIRE,Healthcare,MANHATTAN,10302,45,40.89618,-74.171954,2018,8,Sat,4
2015-10-14 07:36:00,802,147,420,1,0,APPLIANCE FIRE,Educational,MANHATTAN,11368,24,40.597458,-74.221158,2015,10,Thu,7
2020-10-21 13:50:00,1396,652,595,4,2,MAJOR FIRE,Residential - Single Family,BRONX,10452,7,40.649682,-74.019113,2020,10,Sun,13
2020-11-25 05:34:00,817,221,460,2,1,STRUCTURAL FIRE,Transportation,BROOKLYN,11205,48,40.532929,-74.168144,2020,11,Mon,5
2020-04-21 14:09:00,848,410,268,3,0,STRUCTURAL FIRE,Storage,QUEENS,10302,29,40.604526,-74.097687,2020,4,Fri,14
2020-09-03 02:53:00,469,206,209,3,0,UTILITY EMERGENCY,Storage,MANHATTAN,10301,23,40.809147,-73.890677,2020,9,Tue,2
2015-06-12 09:07:00,823,242,301,3,1,OUTSIDE FIRE,Commercial - Mercantile,BROOKLYN,10451,15,40.71782,-73.706972,2015,6,Sat,9
2024-09-24 16:12:00,853,173,544,4,3,OUTSIDE FIRE,Transportation,MANHATTAN,10031,16,40.846714,-73.978464,2024,9,Mon,16
2017-04-23 10:44:00,495,161,327,1,1,NONSTRUCTURAL FIRE,Residential - Single Family,STATEN ISLAND,10301,26,40.617248,-73.756084,2017,4,Thu,10
2021-10-08 03:46:00,899,521,270,2,1,CAR FIRE,Commercial - Mercantile,BROOKLYN,11205,39,40.846566,-74.024888,2021,10,Thu,3
2018-03-25 02:35:00,929,345,499,2,1,ELECTRICAL FIRE,Commercial - Office,QUEENS,10001,17,40.595154,-74.03701,2018,3,Thu,2
2020-02-22 11:29:00,1047,353,419,3,2,MAJOR FIRE,Transportation,BRONX,11368,42,40.621802,-73.764109,2020,2,Mon,11
2016-11-03 21:32:00,698,376,297,2,1,APPLIANCE FIRE,Storage,BRONX,11205,27,40.704726,-74.087307,2016,11,Tue,21
2019-09-14 21:57:00,1014,413,469,3,3,CAR FIRE,Educational,BRONX,11201,11,40.798314,-74.012622,2019,9,Sat,21
2023-09-11 13:52:00,762,415,310,2,2,UNUSUAL INCIDENT,Assembly,BRONX,11201,51,40.901416,-74.239478,2023,9,Tue,13
2018-03-17 14:24:00,1398,246,1079,1,2,APPLIANCE FIRE,Residential - Single Family,QUEENS,10301,25,40.813961,-73.73087,2018,3,Mon,14
2021-12-11 10:54:00,655,198,203,4,1,MAJOR FIRE,Healthcare,BROOKLYN,11368,34,40.786548,-74.050695,2021,12,Fri,10
2021-09-08 07:15:00,801,312,248,6,1,UTILITY EMERGENCY,Residential - Single Family,BRONX,11368,21,40.58342,-73.958339,2021,9,Mon,7
2024-11-27 11:03:00,1139,321,592,6,1,GARBAGE FIRE,Residential - Single Family,BROOKLYN,10002,28,40.517532,-73.927545,2024,11,Wed,11
2015-03-02 08:35:00,955,219,615,2,0,STRUCTURAL FIRE,Educational,BROOKLYN,10451,39,40.527184,-73.957432,2015,3,Thu,8
2021-10-04 01:14:00,930,289,346,2,0,UTILITY EMERGENCY,Transportation,QUEENS,10001,32,40.733952,-74.028774,2021,10,Tue,1
2015-01-18 07:50:00,969,364,364,3,0,ELECTRICAL FIRE,Commercial - Office,QUEENS,10001,3,40.616976,-74.163885,2015,1,Wed,7
2019-09-15 16:34:00,677,148,406,4,0,GARBAGE FIRE,Healthcare,QUEENS,11201,3,40.906939,-73.893386,2019,9,Wed,16
2024-12-16 23:03:00,811,225,323,1,2,OUTSIDE FIRE,Residential - Single Family,QUEENS,11205,40,40.753909,-73.728698,2024,12,Fri,23
2021-10-17 03:29:00,705,183,387,4,1,OUTSIDE FIRE,Healthcare,MANHATTAN,10452,39,40.689419,-73.954808,2021,10,Thu,3
2015-08-07 17:04:00,798,308,247,2,4,STRUCTURAL FIRE,Storage,MANHATTAN,11368,21,40.793724,-74.25756,2015,8,Sun,17
2017-05-17 18:23:00,768,423,314,3,0,NONSTRUCTURAL FIRE,Residential - Single Family,BRONX,10452,33,40.713563,-74.079861,2017,5,Sun,18
