COLLISION_ID,CRASH_DATE,CRASH_TIME,BOROUGH,ZIP_CODE,LATITUDE,LONGITUDE,NUMBER_OF_PERSONS_INJURED,NUMBER_OF_PERSONS_KILLED,NUMBER_OF_PEDESTRIANS_INJURED,NUMBER_OF_CYCLIST_INJURED,NUMBER_OF_MOTORIST_INJURED,CONTRIBUTING_FACTOR_VEHICLE_1,CONTRIBUTING_FACTOR_VEHICLE_2,VEHICLE_TYPE_CODE_1,VEHICLE_TYPE_CODE_2,YEAR,MONTH,DAY_OF_WEEK,HOUR,IS_WEEKEND
4000151,01/28/2023,06:53,MANHATTAN,11062,40.772114,-74.142044,0,0,0,0,0,Pavement Slippery,Following Too Closely,Sedan,Bus,2023,1,Tue,6,0
4000152,11/18/2022,07:14,MANHATTAN,10632,40.690462,-73.734057,1,0,0,0,1,Traffic Control Disregarded,Passing Too Closely,Station Wagon/SUV,Taxi,2022,11,Mon,7,1
4000153,08/19/2023,07:18,BROOKLYN,11280,40.862427,-74.1381,0,0,0,0,0,Unspecified,Passing Too Closely,Taxi,Motorcycle,2023,8,Fri,7,1
4000154,04/04/2019,12:58,BROOKLYN,10856,40.559359,-73.730862,1,0,0,1,0,Unspecified,Pavement Slippery,E-Bike,Pick-up Truck,2019,4,Sat,12,0
4000155,04/05/2015,01:57,QUEENS,10608,40.586966,-73.736248,0,0,0,0,0,Passing Too Closely,Unsafe Lane Changing,Sedan,Bike,2015,4,Sat,1,0
4000156,04/04/2022,12:16,BRONX,10534,40.608448,-73.805911,0,0,0,0,0,Failure to Yield,Failure to Yield,Sedan,Bike,2022,4,Mon,12,0
4000157,01/20/2022,03:04,STATEN ISLAND,11164,40.601999,-73.762867,0,0,0,0,0,Failure to Yield,Driver Inattention,Motorcycle,Ambulance,2022,1,Fri,3,0
4000158,10/14/2021,23:35,BROOKLYN,10715,40.659547,-73.955897,0,0,0,0,0,Pavement Slippery,Backing Unsafely,Sedan,Motorcycle,2021,10,Tue,23,1
4000159,10/19/2021,03:37,QUEENS,10369,40.797266,-73.86094,0,0,0,0,0,Driver Inattention,Driver Inattention,Station Wagon/SUV,Motorcycle,2021,10,Wed,3,1
4000160,02/07/2019,22:26,QUEENS,11117,40.895188,-74.24784,0,1,0,0,0,Unsafe Speed,Driver Inattention,Station Wagon/SUV,Ambulance,2019,2,Sat,22,1
4000161,11/07/2022,19:05,QUEENS,10643,40.615973,-74.249736,0,0,0,0,0,Pavement Slippery,Unsafe Lane Changing,Sedan,Sedan,2022,11,Thu,19,0
4000162,07/27/2017,19:52,MANHATTAN,10580,40.553831,-73.737039,0,0,0,0,0,Backing Unsafely,Unspecified,Station Wagon/SUV,Ambulance,2017,7,Sat,19,1
4000163,01/20/2019,15:08,MANHATTAN,11299,40.896923,-74.104929,1,0,1,0,0,Unsafe Speed,Pavement Slippery,Taxi,Station Wagon/SUV,2019,1,Fri,15,0
4000164,05/13/2024,18:01,BRONX,11059,40.771063,-73.800225,0,0,0,0,0,Following Too Closely,Failure to Yield,E-Bike,Ambulance,2024,5,Wed,18,1
4000165,09/01/2024,03:39,QUEENS,10908,40.588292,-74.035418,0,0,0,0,0,Traffic Control Disregarded,Driver Inattention,Sedan,Bike,2024,9,Sat,3,1
4000166,08/02/2023,08:19,QUEENS,10010,40.810229,-73.803743,0,0,0,0,0,Driver Inattention,Failure to Yield,Motorcycle,Van,2023,8,Sun,8,0
4000167,08/04/2022,06:48,BRONX,11418,40.684209,-74.188849,0,0,0,0,0,Driver Inattention,Driver Inattention,Ambulance,Motorcycle,2022,8,Sun,6,1
4000168,05/04/2023,14:02,MANHATTAN,10215,40.744632,-74.164659,0,0,0,0,0,Pavement Slippery,Backing Unsafely,Taxi,Bus,2023,5,Tue,14,1
4000169,04/24/2022,19:33,BROOKLYN,10911,40.855784,-73.896729,3,0,2,1,0,Alcohol Involvement,Unspecified,Bike,Station Wagon/SUV,2022,4,Wed,19,1
4000170,10/27/2020,08:29,BROOKLYN,11549,40.589433,-74.259955,1,0,0,0,1,Alcohol Involvement,Unsafe Speed,Station Wagon/SUV,Pick-up Truck,2020,10,Fri,8,0
4000171,02/02/2021,08:25,QUEENS,10015,40.676644,-74.061029,0,0,0,0,0,Traffic Control Disregarded,Pavement Slippery,Taxi,Taxi,2021,2,Thu,8,1
4000172,01/01/2020,00:34,BROOKLYN,11672,40.516304,-74.21347,1,0,0,1,0,Backing Unsafely,Alcohol Involvement,Station Wagon/SUV,Van,2020,1,Wed,0,0
4000173,02/25/2016,08:43,QUEENS,11510,40.798907,-74.113314,0,0,0,0,0,Backing Unsafely,Unsafe Lane Changing,Station Wagon/SUV,E-Bike,2016,2,Wed,8,1
4000174,07/22/2015,07:00,BROOKLYN,10153,40.546413,-73.794451,2,0,0,1,1,Driver Inattention,Unsafe Lane Changing,Station Wagon/SUV,Taxi,2015,7,Wed,7,0
4000175,06/11/2015,18:30,BROOKLYN,10375,40.81907,-73.738626,0,0,0,0,0,Alcohol Involvement,Traffic Control Disregarded,Station Wagon/SUV,Ambulance,2015,6,Sat,18,0
4000176,07/01/2021,07:29,BRONX,10321,40.724007,-74.017003,3,0,1,0,2,Driver Inattention,Backing Unsafely,Sedan,Taxi,2021,7,Thu,7,1
4000177,10/06/2022,03:18,BROOKLYN,10060,40.632574,-73.800366,1,0,0,0,1,Backing Unsafely,Unspecified,Motorcycle,Van,2022,10,Tue,3,1
4000178,03/28/2015,01:58,BROOKLYN,10062,40.556829,-74.251285,2,0,1,0,1,Failure to Yield,Following Too Closely,Station Wagon/SUV,E-Bike,2015,3,Tue,1,0
4000179,05/25/2015,21:28,BRONX,10041,40.606427,-73.827708,0,0,0,0,0,Traffic Control Disregarded,Driver Inattention,Sedan,Ambulance,2015,5,Sun,21,0
4000180,03/16/2021,01:57,QUEENS,11181,40.709908,-73.71801,2,0,0,0,2,Unsafe Lane Changing,Backing Unsafely,Motorcycle,Van,2021,3,Fri,1,0
4000181,09/15/2019,22:59,BROOKLYN,11283,40.508497,-73.879729,0,0,0,0,0,Pavement Slippery,Alcohol Involvement,Sedan,Bus,2019,9,Wed,22,0
4000182,08/09/2023,00:25,QUEENS,10156,40.571065,-73.836129,4,0,0,1,3,Driver Inattention,Unspecified,Sedan,Station Wagon/SUV,2023,8,Sun,0,0
4000183,07/21/2023,03:22,BROOKLYN,11367,40.751973,-73.803122,0,0,0,0,0,Traffic Control Disregarded,Driver Inattention,Bike,Bus,2023,7,Mon,3,0
4000184,06/14/2021,23:52,QUEENS,11359,40.742391,-74.056704,1,0,1,0,0,Unspecified,Traffic Control Disregarded,E-Bike,Sedan,2021,6,Wed,23,0
4000185,04/01/2021,22:22,MANHATTAN,10050,40.683088,-74.203642,0,0,0,0,0,Unsafe Speed,Unsafe Lane Changing,Motorcycle,Station Wagon/SUV,2021,4,Sat,22,0
4000186,04/21/2016,22:36,BRONX,10921,40.502664,-74.019284,0,0,0,0,0,Pavement Slippery,Driver Inattention,Sedan,E-Bike,2016,4,Thu,22,0
4000187,02/10/2016,14:18,QUEENS,11096,40.715659,-74.239149,0,0,0,0,0,Backing Unsafely,Following Too Closely,Ambulance,Van,2016,2,Tue,14,0
4000188,12/21/2024,22:38,BROOKLYN,11046,40.8721,-73.880306,0,0,0,0,0,Following Too Closely,Following Too Closely,Pick-up Truck,Van,2024,12,Tue,22,1
4000189,11/02/2015,09:31,QUEENS,11689,40.660907,-73.774924,0,0,0,0,0,Backing Unsafely,Following Too Closely,Sedan,Bike,2015,11,Tue,9,0
4000190,06/19/2021,06:27,MANHATTAN,11189,40.506146,-73.771683,1,0,1,0,0,Unsafe Speed,Following Too Closely,Bike,Bike,2021,6,Sat,6,0
4000191,06/20/2019,22:02,MANHATTAN,10010,40.755507,-73.781552,4,0,2,1,1,Backing Unsafely,Passing Too Closely,Station Wagon/SUV,Pick-up Truck,2019,6,Mon,22,0
4000192,10/03/2015,22:18,QUEENS,10208,40.761956,-74.057086,1,0,1,0,0,Driver Inattention,Traffic Control Disregarded,Bike,Bike,2015,10,Sun,22,1
4000193,02/03/2021,20:23,MANHATTAN,10963,40.717401,-73.919055,1,0,0,0,1,Failure to Yield,Unsafe Lane Changing,Sedan,Sedan,2021,2,Wed,20,1
4000194,07/19/2021,06:55,QUEENS,11582,40.694634,-74.043908,1,0,0,0,1,Unspecified,Pavement Slippery,Sedan,Ambulance,2021,7,Sat,6,1
4000195,10/15/2024,20:26,BRONX,11691,40.850769,-74.248096,0,0,0,0,0,Unsafe Speed,Failure to Yield,Pick-up Truck,,2024,10,Fri,20,1
4000196,04/18/2017,12:21,STATEN ISLAND,10415,40.812343,-74.064418,2,0,0,0,2,Unsafe Speed,Failure to Yield,Taxi,Van,2017,4,Tue,12,1
4000197,06/22/2017,22:07,BRONX,11682,40.784282,-73.744468,0,0,0,0,0,Unspecified,Unsafe Lane Changing,Taxi,Van,2017,6,Tue,22,0
4000198,11/25/2018,19:16,STATEN ISLAND,11299,40.692913,-73.981174,0,0,0,0,0,Passing Too Closely,Pavement Slippery,Station Wagon/SUV,Taxi,2018,11,Sat,19,0
4000199,12/27/2021,23:13,MANHATTAN,10578,40.650871,-73.86781,0,0,0,0,0,Driver Inattention,Following Too Closely,Station Wagon/SUV,Bike,2021,12,Wed,23,0
4000200,12/27/2021,06:30,QUEENS,11493,40.68168,-73.803955,1,0,1,0,0,Backing Unsafely,Unsafe Speed,Station Wagon/SUV,Taxi,2021,12,Fri,6,1
4000201,06/17/2022,21:50,MANHATTAN,10783,40.866995,-74.220791,0,0,0,0,0,Traffic Control Disregarded,Driver Inattention,Taxi,Motorcycle,2022,6,Fri,21,0
4000202,07/11/2023,11:59,BROOKLYN,11325,40.856408,-74.058124,2,0,1,0,1,Failure to Yield,Unsafe Lane Changing,Sedan,Van,2023,7,Tue,11,1
4000203,12/02/2019,05:17,QUEENS,10319,40.611884,-73.710473,0,0,0,0,0,Backing Unsafely,Unsafe Lane Changing,Van,Ambulance,2019,12,Sat,5,0
4000204,03/10/2024,20:21,BROOKLYN,10903,40.726226,-74.248061,1,0,0,0,1,Pavement Slippery,Unsafe Lane Changing,Pick-up Truck,,2024,3,Sat,20,1
4000205,05/15/2022,17:06,MANHATTAN,11644,40.855649,-73.706551,0,0,0,0,0,Failure to Yield,Unspecified,Sedan,Bus,2022,5,Wed,17,0
4000206,05/22/2015,05:26,BROOKLYN,11023,40.750229,-73.819184,0,0,0,0,0,Unsafe Speed,Failure to Yield,Sedan,E-Bike,2015,5,Mon,5,1
4000207,04/17/2016,07:36,MANHATTAN,11487,40.514161,-74.197085,0,0,0,0,0,Traffic Control Disregarded,Unsafe Lane Changing,Bus,Ambulance,2016,4,Tue,7,0
4000208,10/26/2022,17:50,MANHATTAN,11441,40.772402,-73.962805,0,0,0,0,0,Alcohol Involvement,Pavement Slippery,Sedan,,2022,10,Tue,17,0
4000209,10/15/2022,21:16,MANHATTAN,11062,40.508055,-73.733094,1,0,0,0,1,Following Too Closely,Unsafe Speed,Sedan,Van,2022,10,Sun,21,0
4000210,12/14/2023,01:48,BROOKLYN,10651,40.818702,-73.816235,0,0,0,0,0,Unsafe Speed,Backing Unsafely,Station Wagon/SUV,,2023,12,Thu,1,0
4000211,10/23/2021,07:34,BRONX,10513,40.652982,-73.821537,2,0,0,0,2,Pavement Slippery,Passing Too Closely,Sedan,Bus,2021,10,Mon,7,0
4000212,11/03/2022,13:44,BROOKLYN,11080,40.575753,-73.847493,0,0,0,0,0,Failure to Yield,Unsafe Speed,Van,Taxi,2022,11,Fri,13,0
4000213,07/06/2016,19:02,BROOKLYN,10990,40.745612,-74.236771,1,0,1,0,0,Backing Unsafely,Unsafe Lane Changing,E-Bike,,2016,7,Sun,19,1
4000214,05/19/2022,09:01,MANHATTAN,10758,40.683352,-73.923516,0,0,0,0,0,Driver Inattention,Unspecified,Station Wagon/SUV,Bus,2022,5,Sat,9,0
4000215,03/28/2017,23:02,MANHATTAN,11563,40.621062,-74.089506,0,0,0,0,0,Unspecified,Backing Unsafely,Station Wagon/SUV,Bike,2017,3,Thu,23,0
4000216,04/22/2024,12:20,MANHATTAN,10338,40.72241,-74.151565,0,0,0,0,0,Passing Too Closely,Driver Inattention,Sedan,Pick-up Truck,2024,4,Wed,12,0
4000217,02/20/2018,05:58,QUEENS,10737,40.616636,-74.04947,0,0,0,0,0,Unsafe Speed,Pavement Slippery,Sedan,Taxi,2018,2,Tue,5,1
4000218,12/09/2021,07:36,STATEN ISLAND,10897,40.511959,-73.818797,0,0,0,0,0,Driver Inattention,Unsafe Lane Changing,Station Wagon/SUV,,2021,12,Mon,7,1
4000219,03/03/2021,09:10,QUEENS,11620,40.774822,-74.188996,2,0,0,0,2,Unspecified,Unsafe Speed,Van,Taxi,2021,3,Fri,9,0
4000220,05/27/2020,08:58,BRONX,10669,40.509099,-74.08059,0,1,0,0,0,Passing Too Closely,Unsafe Speed,Sedan,Station Wagon/SUV,2020,5,Sun,8,0
4000221,01/15/2015,06:00,BRONX,10525,40.723097,-74.061942,0,0,0,0,0,Pavement Slippery,Unspecified,Motorcycle,Sedan,2015,1,Thu,6,1
4000222,12/21/2023,00:59,BROOKLYN,10619,40.785991,-74.189557,0,0,0,0,0,Alcohol Involvement,Following Too Closely,Motorcycle,Taxi,2023,12,Thu,0,0
4000223,12/06/2017,00:18,QUEENS,11127,40.543635,-74.183617,5,0,1,4,0,Failure to Yield,Passing Too Closely,Van,Bus,2017,12,Sun,0,0
4000224,04/10/2024,10:20,BRONX,11250,40.562814,-74.138917,0,0,0,0,0,Pavement Slippery,Traffic Control Disregarded,Sedan,Ambulance,2024,4,Sun,10,0
4000225,12/01/2018,16:51,BROOKLYN,11367,40.896754,-73.907197,0,0,0,0,0,Traffic Control Disregarded,Failure to Yield,Motorcycle,,2018,12,Sat,16,0
4000226,05/23/2016,12:27,BRONX,11392,40.692907,-74.023547,2,0,0,0,2,Passing Too Closely,Unspecified,Station Wagon/SUV,Bike,2016,5,Fri,12,0
4000227,05/25/2019,01:17,STATEN ISLAND,11229,40.838227,-73.700894,0,0,0,0,0,Failure to Yield,Pavement Slippery,Station Wagon/SUV,Ambulance,2019,5,Sat,1,1
4000228,08/06/2020,10:09,QUEENS,11346,40.888527,-74.171533,2,0,0,1,1,Unspecified,Alcohol Involvement,Taxi,Bus,2020,8,Tue,10,1
4000229,03/26/2020,14:42,BROOKLYN,11436,40.821867,-74.219533,1,0,0,0,1,Driver Inattention,Driver Inattention,Motorcycle,Sedan,2020,3,Sat,14,0
4000230,09/13/2015,15:36,BROOKLYN,10580,40.889209,-73.719242,0,0,0,0,0,Backing Unsafely,Backing Unsafely,Station Wagon/SUV,Bus,2015,9,Mon,15,0
4000231,04/16/2018,15:18,QUEENS,10690,40.86376,-73.877183,0,0,0,0,0,Pavement Slippery,Backing Unsafely,Ambulance,Bus,2018,4,Mon,15,1
4000232,11/04/2024,14:52,MANHATTAN,11440,40.762316,-74.171964,1,0,1,1,0,Driver Inattention,Following Too Closely,Sedan,Sedan,2024,11,Thu,14,0
4000233,10/23/2018,02:13,BROOKLYN,10618,40.710121,-73.814038,0,0,0,0,0,Unsafe Lane Changing,Following Too Closely,Taxi,Motorcycle,2018,10,Fri,2,1
4000234,05/12/2017,05:59,MANHATTAN,11456,40.833206,-74.03729,1,0,0,1,0,Following Too Closely,Backing Unsafely,Motorcycle,Taxi,2017,5,Fri,5,0
4000235,02/04/2021,14:00,QUEENS,10331,40.85419,-73.856486,0,0,0,0,0,Passing Too Closely,Unsafe Lane Changing,E-Bike,,2021,2,Sat,14,0
4000236,02/13/2018,07:26,QUEENS,11248,40.882809,-74.041646,2,0,1,0,1,Following Too Closely,Alcohol Involvement,Sedan,Pick-up Truck,2018,2,Fri,7,0
4000237,11/25/2021,12:11,QUEENS,10945,40.589274,-73.897964,0,0,0,0,0,Passing Too Closely,Alcohol Involvement,Station Wagon/SUV,Sedan,2021,11,Wed,12,0
4000238,09/16/2017,18:42,MANHATTAN,10380,40.793634,-73.8694,0,0,0,0,0,Driver Inattention,Unspecified,Sedan,Sedan,2017,9,Tue,18,1
4000239,09/24/2018,14:54,STATEN ISLAND,10053,40.901195,-74.234985,0,0,0,0,0,Alcohol Involvement,Following Too Closely,Motorcycle,,2018,9,Wed,14,0
4000240,02/27/2017,01:36,QUEENS,10837,40.720313,-74.153726,2,0,0,0,2,Traffic Control Disregarded,Alcohol Involvement,Taxi,Sedan,2017,2,Tue,1,0
4000241,01/01/2018,13:42,QUEENS,11679,40.862113,-73.93197,0,0,0,0,0,Passing Too Closely,Alcohol Involvement,Station Wagon/SUV,,2018,1,Thu,13,0
4000242,01/19/2024,13:24,QUEENS,11408,40.721813,-74.2347,2,0,1,0,1,Following Too Closely,Failure to Yield,Sedan,E-Bike,2024,1,Sat,13,0
4000243,12/01/2018,13:06,QUEENS,10485,40.751962,-74.101676,0,0,0,0,0,Unsafe Lane Changing,Traffic Control Disregarded,Taxi,Pick-up Truck,2018,12,Sat,13,0
4000244,09/13/2018,22:42,BRONX,10388,40.665863,-73.769627,0,0,0,0,0,Alcohol Involvement,Pavement Slippery,Sedan,Pick-up Truck,2018,9,Mon,22,0
4000245,12/11/2017,08:59,QUEENS,10708,40.598137,-73.826991,0,0,0,0,0,Unspecified,Traffic Control Disregarded,Sedan,Bike,2017,12,Sun,8,0
4000246,05/17/2020,23:47,QUEENS,10072,40.816771,-73.820267,1,0,1,0,0,Unsafe Lane Changing,Failure to Yield,Sedan,Motorcycle,2020,5,Tue,23,0
4000247,03/07/2019,04:29,BRONX,11272,40.646089,-74.242414,0,0,0,0,0,Unsafe Lane Changing,Failure to Yield,Motorcycle,Van,2019,3,Sat,4,0
4000248,01/28/2020,01:27,BROOKLYN,11297,40.846609,-74.007625,2,0,1,0,1,Pavement Slippery,Unsafe Speed,Bus,Van,2020,1,Sun,1,1
4000249,04/23/2021,11:07,MANHATTAN,11099,40.853259,-73.784428,0,0,0,0,0,Unsafe Lane Changing,Traffic Control Disregarded,Sedan,Bus,2021,4,Tue,11,0
4000250,11/25/2018,13:22,BROOKLYN,10774,40.654592,-74.121208,2,0,0,1,1,Pavement Slippery,Unsafe Lane Changing,Sedan,Taxi,2018,11,Wed,13,1
4000251,03/01/2023,12:11,MANHATTAN,10735,40.558888,-73.740572,0,0,0,0,0,Driver Inattention,Backing Unsafely,Pick-up Truck,Taxi,2023,3,Wed,12,1
4000252,05/02/2015,15:24,BROOKLYN,11036,40.66971,-74.248297,3,0,0,1,2,Driver Inattention,Failure to Yield,Bike,Sedan,2015,5,Tue,15,0
4000253,10/09/2022,20:08,BROOKLYN,11513,40.570786,-73.829381,1,0,0,0,1,Failure to Yield,Passing Too Closely,Taxi,Motorcycle,2022,10,Thu,20,0
4000254,08/14/2016,21:45,QUEENS,10347,40.788069,-74.246493,0,0,0,0,0,Pavement Slippery,Alcohol Involvement,Bike,Bus,2016,8,Sun,21,1
4000255,07/16/2017,22:31,QUEENS,10762,40.659346,-74.063571,1,0,0,0,1,Backing Unsafely,Unspecified,Motorcycle,Bus,2017,7,Mon,22,0
4000256,11/28/2016,11:16,BROOKLYN,10517,40.809393,-73.703429,2,0,0,1,1,Unsafe Speed,Unsafe Lane Changing,Sedan,Ambulance,2016,11,Sun,11,1
4000257,05/25/2024,08:49,BROOKLYN,10605,40.698554,-73.93318,0,0,0,0,0,Traffic Control Disregarded,Pavement Slippery,Station Wagon/SUV,Pick-up Truck,2024,5,Thu,8,0
4000258,10/26/2020,21:37,MANHATTAN,10881,40.539463,-73.782609,0,0,0,0,0,Alcohol Involvement,Unsafe Lane Changing,Sedan,E-Bike,2020,10,Wed,21,1
4000259,03/18/2019,20:39,BRONX,10862,40.581028,-74.056591,0,0,0,0,0,Driver Inattention,Backing Unsafely,Sedan,,2019,3,Tue,20,0
4000260,05/20/2021,22:43,BROOKLYN,10894,40.874117,-73.744375,4,0,2,2,0,Driver Inattention,Traffic Control Disregarded,Sedan,E-Bike,2021,5,Tue,22,0
4000261,12/07/2023,02:03,BROOKLYN,10845,40.648806,-74.039633,0,0,0,0,0,Driver Inattention,Alcohol Involvement,Pick-up Truck,Sedan,2023,12,Mon,2,0
4000262,11/17/2021,20:56,MANHATTAN,11677,40.701116,-74.088822,2,0,0,0,2,Passing Too Closely,Pavement Slippery,Taxi,Pick-up Truck,2021,11,Wed,20,1
4000263,11/13/2023,14:49,STATEN ISLAND,10569,40.611893,-73.803182,0,0,0,0,0,Unspecified,Following Too Closely,Sedan,Taxi,2023,11,Tue,14,0
4000264,01/02/2019,10:37,QUEENS,10696,40.672353,-73.863493,0,0,0,0,0,Unspecified,Unspecified,Station Wagon/SUV,Taxi,2019,1,Wed,10,0
4000265,03/12/2017,12:29,MANHATTAN,10889,40.650846,-73.727391,1,0,0,0,1,Passing Too Closely,Unsafe Speed,Station Wagon/SUV,Taxi,2017,3,Fri,12,0
4000266,02/21/2017,02:23,BROOKLYN,10285,40.555899,-74.04578,3,0,2,2,0,Passing Too Closely,Alcohol Involvement,Sedan,Bike,2017,2,Fri,2,1
4000267,01/10/2018,23:01,BRONX,11453,40.850492,-73.705121,1,0,1,0,0,Following Too Closely,Failure to Yield,Motorcycle,Bus,2018,1,Fri,23,1
4000268,05/02/2016,22:48,BROOKLYN,11349,40.845231,-74.150285,0,0,0,0,0,Following Too Closely,Driver Inattention,Station Wagon/SUV,Bike,2016,5,Wed,22,0
4000269,01/06/2017,03:38,QUEENS,11358,40.743674,-73.93093,1,0,0,1,0,Alcohol Involvement,Passing Too Closely,Sedan,,2017,1,Fri,3,1
4000270,02/01/2023,21:57,QUEENS,10854,40.889031,-74.046247,1,0,1,0,0,Backing Unsafely,Traffic Control Disregarded,Motorcycle,Pick-up Truck,2023,2,Sun,21,0
4000271,01/06/2023,03:08,BROOKLYN,11331,40.756129,-74.187456,0,0,0,0,0,Unsafe Speed,Unspecified,Bike,Van,2023,1,Thu,3,0
4000272,10/28/2022,02:23,BRONX,10401,40.62313,-74.198671,1,0,1,0,0,Failure to Yield,Backing Unsafely,Van,Bike,2022,10,Mon,2,0
4000273,08/21/2016,13:23,MANHATTAN,10211,40.51017,-74.078805,3,0,0,0,3,Passing Too Closely,Unsafe Speed,Bike,Ambulance,2016,8,Sat,13,0
4000274,08/25/2023,21:14,BRONX,10430,40.665971,-74.09037,0,0,0,0,0,Passing Too Closely,Unsafe Speed,Station Wagon/SUV,Bike,2023,8,Mon,21,0
4000275,01/24/2019,14:06,QUEENS,10685,40.662724,-74.079392,4,0,2,1,1,Unsafe Lane Changing,Driver Inattention,Sedan,Ambulance,2019,1,Fri,14,1
4000276,07/27/2022,22:55,BRONX,10233,40.796957,-73.78802,0,0,0,0,0,Driver Inattention,Passing Too Closely,Station Wagon/SUV,Pick-up Truck,2022,7,Thu,22,1
4000277,03/24/2020,07:55,MANHATTAN,11270,40.635087,-74.016836,1,0,0,0,1,Unsafe Lane Changing,Unsafe Lane Changing,Sedan,Ambulance,2020,3,Fri,7,1
4000278,03/28/2016,17:19,MANHATTAN,11508,40.646654,-74.049471,0,0,0,0,0,Unsafe Lane Changing,Pavement Slippery,Sedan,Station Wagon/SUV,2016,3,Fri,17,1
4000279,02/26/2015,23:50,BROOKLYN,11392,40.679551,-73.854679,1,0,0,0,1,Traffic Control Disregarded,Alcohol Involvement,Sedan,Bus,2015,2,Fri,23,0
4000280,02/09/2018,16:59,QUEENS,10908,40.708535,-74.037793,0,0,0,0,0,Traffic Control Disregarded,Pavement Slippery,Motorcycle,,2018,2,Thu,16,1
4000281,10/21/2018,09:35,MANHATTAN,10759,40.860895,-73.81024,0,0,0,0,0,Unsafe Speed,Failure to Yield,Sedan,Pick-up Truck,2018,10,Wed,9,0
4000282,06/10/2021,07:14,BRONX,10151,40.596816,-73.84347,0,0,0,0,0,Traffic Control Disregarded,Alcohol Involvement,Station Wagon/SUV,,2021,6,Thu,7,0
4000283,05/10/2016,23:44,QUEENS,11233,40.78955,-73.9828,0,0,0,0,0,Unsafe Lane Changing,Unsafe Lane Changing,Sedan,Motorcycle,2016,5,Tue,23,1
4000284,06/23/2018,16:39,BRONX,10483,40.905581,-73.720315,0,0,0,0,0,Backing Unsafely,Unsafe Speed,Sedan,,2018,6,Wed,16,0
4000285,10/16/2024,00:43,QUEENS,10295,40.828147,-73.752003,1,0,0,0,1,Traffic Control Disregarded,Traffic Control Disregarded,Station Wagon/SUV,E-Bike,2024,10,Tue,0,0
4000286,03/16/2015,06:22,QUEENS,10600,40.678346,-74.213458,1,0,0,0,1,Passing Too Closely,Alcohol Involvement,Bike,,2015,3,Fri,6,1
4000287,07/19/2021,05:04,BROOKLYN,10254,40.549576,-74.005408,0,0,0,0,0,Backing Unsafely,Passing Too Closely,Ambulance,E-Bike,2021,7,Sat,5,1
4000288,11/22/2017,03:17,BRONX,10104,40.681115,-74.249668,3,0,0,0,3,Pavement Slippery,Unsafe Speed,Sedan,E-Bike,2017,11,Fri,3,1
4000289,10/12/2022,17:08,QUEENS,10119,40.697551,-73.909326,0,0,0,0,0,Traffic Control Disregarded,Failure to Yield,Sedan,Motorcycle,2022,10,Sat,17,0
4000290,04/24/2015,08:41,BROOKLYN,10570,40.607721,-74.162775,0,0,0,0,0,Failure to Yield,Traffic Control Disregarded,Station Wagon/SUV,Ambulance,2015,4,Mon,8,0
4000291,02/20/2015,01:21,BRONX,11579,40.624788,-74.217836,0,0,0,0,0,Unspecified,Failure to Yield,Station Wagon/SUV,Van,2015,2,Sun,1,0
4000292,07/10/2023,10:33,BRONX,11574,40.689941,-73.955911,0,0,0,0,0,Unspecified,Alcohol Involvement,Station Wagon/SUV,Van,2023,7,Mon,10,0
4000293,04/01/2019,19:58,MANHATTAN,10122,40.64652,-74.184408,0,0,0,0,0,Passing Too Closely,Alcohol Involvement,Taxi,Sedan,2019,4,Sat,19,1
4000294,01/15/2018,18:00,BRONX,11614,40.659374,-73.726305,2,0,1,0,1,Passing Too Closely,Unsafe Speed,Sedan,Station Wagon/SUV,2018,1,Sat,18,1
4000295,09/19/2018,17:53,BROOKLYN,10206,40.59348,-73.791071,0,0,0,0,0,Backing Unsafely,Following Too Closely,Van,,2018,9,Sun,17,0
4000296,11/11/2022,22:42,BROOKLYN,11482,40.617382,-73.770917,0,0,0,0,0,Unspecified,Traffic Control Disregarded,Sedan,E-Bike,2022,11,Fri,22,1
4000297,01/23/2023,20:29,MANHATTAN,10471,40.542581,-73.946011,1,0,1,1,0,Unsafe Lane Changing,Passing Too Closely,Sedan,Van,2023,1,Sat,20,0
4000298,01/10/2021,08:18,BRONX,10508,40.751579,-73.832833,1,0,1,0,0,Unspecified,Alcohol Involvement,Sedan,Motorcycle,2021,1,Tue,8,0
4000299,07/22/2022,03:02,QUEENS,11116,40.590392,-73.772971,1,0,1,1,0,Unsafe Lane Changing,Passing Too Closely,Station Wagon/SUV,,2022,7,Sun,3,0
4000300,07/01/2016,01:27,BRONX,10583,40.519563,-74.106063,0,0,0,0,0,Backing Unsafely,Backing Unsafely,Station Wagon/SUV,Van,2016,7,Fri,1,0
4000301,09/14/2024,11:09,BRONX,11248,40.697787,-74.24074,1,0,0,0,1,Unspecified,Passing Too Closely,E-Bike,Station Wagon/SUV,2024,9,Mon,11,1
4000302,05/22/2021,05:08,BRONX,10107,40.878399,-74.055401,3,0,1,0,2,Unspecified,Following Too Closely,Motorcycle,E-Bike,2021,5,Sun,5,1
4000303,02/13/2018,00:27,STATEN ISLAND,10265,40.861381,-74.11391,0,0,0,0,0,Pavement Slippery,Following Too Closely,Sedan,E-Bike,2018,2,Sun,0,0
4000304,12/22/2022,14:10,BRONX,10920,40.847847,-73.774022,1,0,0,1,0,Driver Inattention,Following Too Closely,Bus,Sedan,2022,12,Thu,14,0
